SOF:StopArea:1418127701,NSR:Quay:29433
BRA:StopArea:0602416501,NSR:Quay:29434
BRA:StopArea:0602416502,NSR:Quay:29435
RUT:StopArea:0219036201,NSR:Quay:29436
SOF:StopArea:1419497602,NSR:Quay:29437
SOF:StopArea:1419497601,NSR:Quay:29438
BRA:StopArea:0627126001,NSR:Quay:29439
BRA:StopArea:0627126002,NSR:Quay:29440
RUT:StopArea:0219075502,NSR:Quay:29441
RUT:StopArea:0219075501,NSR:Quay:29441
SOF:StopArea:1419499102,NSR:Quay:29442
SOF:StopArea:1419499101,NSR:Quay:29443
BRA:StopArea:0627105002,NSR:Quay:29444
BRA:StopArea:0627105001,NSR:Quay:29445
RUT:StopArea:0219032202,NSR:Quay:29446
SOF:StopArea:1418121601,NSR:Quay:29447
SOF:StopArea:1418121602,NSR:Quay:29448
BRA:StopArea:0627152702,NSR:Quay:29449
BRA:StopArea:0627152701,NSR:Quay:29450
RUT:StopArea:0219074601,NSR:Quay:29451
RUT:StopArea:0219074602,NSR:Quay:29452
SOF:StopArea:1420492501,NSR:Quay:29453
SOF:StopArea:1420492502,NSR:Quay:29454
BRA:StopArea:0627122001,NSR:Quay:29455
BRA:StopArea:0627122002,NSR:Quay:29456
RUT:StopArea:0219064901,NSR:Quay:29457
SOF:StopArea:1416334201,NSR:Quay:29458
BRA:StopArea:0602420001,NSR:Quay:29459
BRA:StopArea:0602420002,NSR:Quay:29460
RUT:StopArea:0219064102,NSR:Quay:29461
RUT:StopArea:0219064101,NSR:Quay:29462
SOF:StopArea:1418128802,NSR:Quay:29463
SOF:StopArea:1418128801,NSR:Quay:29464
RUT:StopArea:0219048101,NSR:Quay:29465
SOF:StopArea:1419498801,NSR:Quay:29466
SOF:StopArea:1419498802,NSR:Quay:29467
BRA:StopArea:0627109002,NSR:Quay:29468
BRA:StopArea:0627109001,NSR:Quay:29469
RUT:StopArea:0219063102,NSR:Quay:29470
SOF:StopArea:1420491302,NSR:Quay:29471
SOF:StopArea:1420491301,NSR:Quay:29472
RUT:StopArea:0219063301,NSR:Quay:29473
RUT:StopArea:0219063302,NSR:Quay:29474
SOF:StopArea:1419493701,NSR:Quay:29475
SOF:StopArea:1419493702,NSR:Quay:29476
BRA:StopArea:0627111002,NSR:Quay:29477
BRA:StopArea:0627111001,NSR:Quay:29478
RUT:StopArea:0219078902,NSR:Quay:29479
RUT:StopArea:0219078901,NSR:Quay:29480
SOF:StopArea:1419495201,NSR:Quay:29481
SOF:StopArea:1419495202,NSR:Quay:29482
BRA:StopArea:0627119002,NSR:Quay:29483
RUT:StopArea:0219076802,NSR:Quay:29484
RUT:StopArea:0219076801,NSR:Quay:29485
SOF:StopArea:1418127802,NSR:Quay:29486
SOF:StopArea:1418127801,NSR:Quay:29487
RUT:StopArea:0219077101,NSR:Quay:29488
RUT:StopArea:0219077102,NSR:Quay:29489
SOF:StopArea:1419494902,NSR:Quay:29490
SOF:StopArea:1419494901,NSR:Quay:29491
BRA:StopArea:0602300501,NSR:Quay:29492
BRA:StopArea:0602300502,NSR:Quay:29493
RUT:StopArea:0219044902,NSR:Quay:29494
RUT:StopArea:0219044901,NSR:Quay:29495
SOF:StopArea:1418126601,NSR:Quay:29496
SOF:StopArea:1418126602,NSR:Quay:29497
BRA:StopArea:0602417502,NSR:Quay:29498
BRA:StopArea:0602417501,NSR:Quay:29499
RUT:StopArea:0219076901,NSR:Quay:29500
RUT:StopArea:0219076902,NSR:Quay:29501
SOF:StopArea:1418124302,NSR:Quay:29502
SOF:StopArea:1418124301,NSR:Quay:29503
BRA:StopArea:0602425001,NSR:Quay:29504
BRA:StopArea:0602425002,NSR:Quay:29505
RUT:StopArea:0219078602,NSR:Quay:29506
RUT:StopArea:0219078601,NSR:Quay:29507
SOF:StopArea:1419496401,NSR:Quay:29508
SOF:StopArea:1419496402,NSR:Quay:29509
BRA:StopArea:0627125001,NSR:Quay:29510
BRA:StopArea:0627125002,NSR:Quay:29511
RUT:StopArea:0219078401,NSR:Quay:29512
SOF:StopArea:1418122801,NSR:Quay:29513
SOF:StopArea:1418122802,NSR:Quay:29514
BRA:StopArea:0627532202,NSR:Quay:29515
BRA:StopArea:0627532201,NSR:Quay:29516
RUT:StopArea:0219076501,NSR:Quay:29517
RUT:StopArea:0219076502,NSR:Quay:29518
SOF:StopArea:1420489202,NSR:Quay:29519
SOF:StopArea:1420489201,NSR:Quay:29520
RUT:StopArea:0219078802,NSR:Quay:29521
RUT:StopArea:0219078801,NSR:Quay:29522
SOF:StopArea:1419499701,NSR:Quay:29523
SOF:StopArea:1419499702,NSR:Quay:29524
BRA:StopArea:0627106002,NSR:Quay:29525
BRA:StopArea:0627106001,NSR:Quay:29526
SOF:StopArea:1418121002,NSR:Quay:29527
SOF:StopArea:1418121001,NSR:Quay:29528
RUT:StopArea:0220073101,NSR:Quay:29529
BRA:StopArea:0627102001,NSR:Quay:29530
BRA:StopArea:0627102002,NSR:Quay:29531
SOF:StopArea:1418129402,NSR:Quay:29532
SOF:StopArea:1418129401,NSR:Quay:29533
RUT:StopArea:0220075302,NSR:Quay:29534
BRA:StopArea:0627121001,NSR:Quay:29535
SOF:StopArea:1419500302,NSR:Quay:29536
SOF:StopArea:1419500301,NSR:Quay:29537
RUT:StopArea:0220074702,NSR:Quay:29538
SOF:StopArea:1420488901,NSR:Quay:29539
SOF:StopArea:1420488902,NSR:Quay:29540
RUT:StopArea:0220072501,NSR:Quay:29541
RUT:StopArea:0220072502,NSR:Quay:29542
BRA:StopArea:0602421001,NSR:Quay:29543
BRA:StopArea:0602421002,NSR:Quay:29544
BRA:StopArea:0602421004,NSR:Quay:29545
SOF:StopArea:1418124401,NSR:Quay:29546
SOF:StopArea:1418124402,NSR:Quay:29547
RUT:StopArea:0220074502,NSR:Quay:29548
SOF:StopArea:1420491901,NSR:Quay:29549
SOF:StopArea:1420491902,NSR:Quay:29550
RUT:StopArea:0220072701,NSR:Quay:29551
BRA:StopArea:0627120002,NSR:Quay:29552
BRA:StopArea:0627120001,NSR:Quay:29553
SOF:StopArea:1419500001,NSR:Quay:29554
SOF:StopArea:1419500002,NSR:Quay:29555
BRA:StopArea:0627110001,NSR:Quay:29556
BRA:StopArea:0627110004,NSR:Quay:29557
BRA:StopArea:0627110002,NSR:Quay:29558
RUT:StopArea:0219082402,NSR:Quay:29559
SOF:StopArea:1418129502,NSR:Quay:29560
SOF:StopArea:1418129501,NSR:Quay:29561
RUT:StopArea:0301006702,NSR:Quay:29562
SOF:StopArea:1418121101,NSR:Quay:29563
SOF:StopArea:1418121102,NSR:Quay:29564
BRA:StopArea:0627118002,NSR:Quay:29565
SOF:StopArea:1419497301,NSR:Quay:29566
SOF:StopArea:1419497302,NSR:Quay:29567
BRA:StopArea:0602418501,NSR:Quay:29568
BRA:StopArea:0602418502,NSR:Quay:29569
RUT:StopArea:0219048701,NSR:Quay:29570
SOF:StopArea:1418123402,NSR:Quay:29571
SOF:StopArea:1418123401,NSR:Quay:29572
RUT:StopArea:0219048301,NSR:Quay:29573
SOF:StopArea:1418120704,NSR:Quay:29574
NRI:StopArea:762054815,NSR:Quay:29575
SOF:StopArea:1418120702,NSR:Quay:29575
BRA:StopArea:0627128002,NSR:Quay:29576
RUT:StopArea:0219048501,NSR:Quay:29577
SOF:StopArea:1420492201,NSR:Quay:29578
SOF:StopArea:1420492202,NSR:Quay:29579
BRA:StopArea:0602101002,NSR:Quay:29580
VKT:StopArea:0602101001,NSR:Quay:29581
BRA:StopArea:0602101001,NSR:Quay:29581
RUT:StopArea:0219052401,NSR:Quay:29582
SOF:StopArea:1420490702,NSR:Quay:29583
SOF:StopArea:1420490701,NSR:Quay:29584
SOF:StopArea:1418128302,NSR:Quay:29585
SOF:StopArea:1418128301,NSR:Quay:29586
BRA:StopArea:0602419001,NSR:Quay:29587
BRA:StopArea:0602419002,NSR:Quay:29588
RUT:StopArea:0219056102,NSR:Quay:29589
RUT:StopArea:0219056101,NSR:Quay:29590
SOF:StopArea:1419498501,NSR:Quay:29591
SOF:StopArea:1419498502,NSR:Quay:29592
BRA:StopArea:0627103001,NSR:Quay:29593
BRA:StopArea:0627103002,NSR:Quay:29594
RUT:StopArea:0219056302,NSR:Quay:29595
RUT:StopArea:0219056301,NSR:Quay:29596
SOF:StopArea:1420491002,NSR:Quay:29597
SOF:StopArea:1420491001,NSR:Quay:29598
BRA:StopArea:0627107001,NSR:Quay:29599
BRA:StopArea:0627107002,NSR:Quay:29600
RUT:StopArea:0219056702,NSR:Quay:29601
RUT:StopArea:0219056701,NSR:Quay:29602
SOF:StopArea:1418130602,NSR:Quay:29603
SOF:StopArea:1418130601,NSR:Quay:29604
BRA:StopArea:0602420502,NSR:Quay:29605
BRA:StopArea:0602420501,NSR:Quay:29606
RUT:StopArea:0219057301,NSR:Quay:29607
SOF:StopArea:1419493402,NSR:Quay:29608
SOF:StopArea:1419493401,NSR:Quay:29609
RUT:StopArea:0219057101,NSR:Quay:29610
RUT:StopArea:0219057102,NSR:Quay:29611
BRA:StopArea:0624881101,NSR:Quay:29612
BRA:StopArea:0624881102,NSR:Quay:29613
SOF:StopArea:1418127301,NSR:Quay:29614
SOF:StopArea:1418127302,NSR:Quay:29615
RUT:StopArea:0220031601,NSR:Quay:29616
BRA:StopArea:0624103001,NSR:Quay:29617
BRA:StopArea:0624103002,NSR:Quay:29618
SOF:StopArea:1418120802,NSR:Quay:29619
NRI:StopArea:762128041,NSR:Quay:29620
SOF:StopArea:1418120801,NSR:Quay:29620
BRA:StopArea:0624881001,NSR:Quay:29621
BRA:StopArea:0624881002,NSR:Quay:29622
SOF:StopArea:1420488301,NSR:Quay:29623
SOF:StopArea:1420488302,NSR:Quay:29624
RUT:StopArea:0220045502,NSR:Quay:29625
RUT:StopArea:0220045501,NSR:Quay:29626
BRA:StopArea:0624101002,NSR:Quay:29627
BRA:StopArea:0624101001,NSR:Quay:29628
SOF:StopArea:1419494602,NSR:Quay:29629
SOF:StopArea:1419494601,NSR:Quay:29630
RUT:StopArea:0220046001,NSR:Quay:29631
RUT:StopArea:0220046002,NSR:Quay:29632
BRA:StopArea:0623020001,NSR:Quay:29633
BRA:StopArea:0623020002,NSR:Quay:29634
SOF:StopArea:1419496101,NSR:Quay:29635
SOF:StopArea:1419496102,NSR:Quay:29636
RUT:StopArea:0220045102,NSR:Quay:29637
RUT:StopArea:0220045101,NSR:Quay:29638
BRA:StopArea:0624103502,NSR:Quay:29639
SOF:StopArea:1418124602,NSR:Quay:29640
SOF:StopArea:1418124601,NSR:Quay:29641
BRA:StopArea:0624111602,NSR:Quay:29642
BRA:StopArea:0624111601,NSR:Quay:29643
RUT:StopArea:0220054701,NSR:Quay:29644
BRA:StopArea:0624107001,NSR:Quay:29645
BRA:StopArea:0624107002,NSR:Quay:29646
BRA:StopArea:0624120001,NSR:Quay:29647
BRA:StopArea:0624120002,NSR:Quay:29648
RUT:StopArea:0220066002,NSR:Quay:29649
BRA:StopArea:0624105003,NSR:Quay:29650
BRA:StopArea:0624105001,NSR:Quay:29651
BRA:StopArea:0624105002,NSR:Quay:29652
SOF:StopArea:1421528801,NSR:Quay:29653
SOF:StopArea:1421528802,NSR:Quay:29654
RUT:StopArea:0220080102,NSR:Quay:29655
RUT:StopArea:0220080101,NSR:Quay:29656
BRA:StopArea:0624270002,NSR:Quay:29657
BRA:StopArea:0624270001,NSR:Quay:29658
SOF:StopArea:1421526202,NSR:Quay:29659
RUT:StopArea:0220078501,NSR:Quay:29660
RUT:StopArea:0220078502,NSR:Quay:29661
BRA:StopArea:0624109001,NSR:Quay:29662
BRA:StopArea:0624109002,NSR:Quay:29663
SOF:StopArea:1421528502,NSR:Quay:29664
SOF:StopArea:1421528501,NSR:Quay:29665
RUT:StopArea:0220076002,NSR:Quay:29666
RUT:StopArea:0220076001,NSR:Quay:29667
BRA:StopArea:0624897101,NSR:Quay:29668
BRA:StopArea:0624897102,NSR:Quay:29669
NRI:StopArea:762127940,NSR:Quay:29670
OPP:StopArea:1421526101,NSR:Quay:29670
SOF:StopArea:1421526101,NSR:Quay:29670
NRI:StopArea:762127941,NSR:Quay:29671
SOF:StopArea:1421526102,NSR:Quay:29671
RUT:StopArea:0220069002,NSR:Quay:29672
RUT:StopArea:0220069001,NSR:Quay:29673
BRA:StopArea:0624102001,NSR:Quay:29674
BRA:StopArea:0624102002,NSR:Quay:29675
SOF:StopArea:1421539902,NSR:Quay:29676
SOF:StopArea:1421539901,NSR:Quay:29677
RUT:StopArea:0220075002,NSR:Quay:29678
RUT:StopArea:0220075001,NSR:Quay:29679
BRA:StopArea:0624100002,NSR:Quay:29680
BRA:StopArea:0624100001,NSR:Quay:29681
SOF:StopArea:1421539602,NSR:Quay:29682
SOF:StopArea:1421539601,NSR:Quay:29683
RUT:StopArea:0220079002,NSR:Quay:29684
RUT:StopArea:0220079001,NSR:Quay:29685
BRA:StopArea:0624108001,NSR:Quay:29686
BRA:StopArea:0624108002,NSR:Quay:29687
SOF:StopArea:1421539701,NSR:Quay:29688
RUT:StopArea:0220077502,NSR:Quay:29689
RUT:StopArea:0220077501,NSR:Quay:29690
BRA:StopArea:0624121002,NSR:Quay:29691
SOF:StopArea:1421537402,NSR:Quay:29692
SOF:StopArea:1421537401,NSR:Quay:29693
RUT:StopArea:0220077902,NSR:Quay:29694
RUT:StopArea:0220077901,NSR:Quay:29695
BRA:StopArea:0624272002,NSR:Quay:29696
BRA:StopArea:0624272001,NSR:Quay:29697
SOF:StopArea:1421537301,NSR:Quay:29698
RUT:StopArea:0220078001,NSR:Quay:29699
RUT:StopArea:0220078002,NSR:Quay:29700
BRA:StopArea:0624106002,NSR:Quay:29701
BRA:StopArea:0624106001,NSR:Quay:29702
SOF:StopArea:1421537501,NSR:Quay:29703
RUT:StopArea:0220076501,NSR:Quay:29704
RUT:StopArea:0220076502,NSR:Quay:29705
BRA:StopArea:0624104002,NSR:Quay:29706
BRA:StopArea:0624104001,NSR:Quay:29707
SOF:StopArea:1421540501,NSR:Quay:29708
RUT:StopArea:0220078602,NSR:Quay:29709
RUT:StopArea:0220078601,NSR:Quay:29710
BRA:StopArea:0624110002,NSR:Quay:29711
BRA:StopArea:0624110001,NSR:Quay:29712
SOF:StopArea:1421540601,NSR:Quay:29713
BRA:StopArea:0618028004,NSR:Quay:29714
NRI:StopArea:762102012,NSR:Quay:29715
OPP:StopArea:1421540801,NSR:Quay:29715
SOF:StopArea:1421540801,NSR:Quay:29715
RUT:StopArea:0220077002,NSR:Quay:29716
RUT:StopArea:0220077001,NSR:Quay:29717
BRA:StopArea:0618668502,NSR:Quay:29718
SOF:StopArea:1421527902,NSR:Quay:29719
SOF:StopArea:1421527901,NSR:Quay:29720
RUT:StopArea:0220079502,NSR:Quay:29721
RUT:StopArea:0220079501,NSR:Quay:29722
BRA:StopArea:0618667602,NSR:Quay:29723
BRA:StopArea:0618667601,NSR:Quay:29724
SOF:StopArea:1421527602,NSR:Quay:29725
SOF:StopArea:1421527601,NSR:Quay:29726
RUT:StopArea:0220075501,NSR:Quay:29727
RUT:StopArea:0220075502,NSR:Quay:29728
BRA:StopArea:0618019004,NSR:Quay:29729
BRA:StopArea:0618019002,NSR:Quay:29730
BRA:StopArea:0618019001,NSR:Quay:29731
SOF:StopArea:1421540001,NSR:Quay:29732
BRA:StopArea:0618020001,NSR:Quay:29733
BRA:StopArea:0618020002,NSR:Quay:29734
SOF:StopArea:1421540201,NSR:Quay:29735
RUT:StopArea:0220083802,NSR:Quay:29736
RUT:StopArea:0220083801,NSR:Quay:29737
BRA:StopArea:0618070001,NSR:Quay:29738
BRA:StopArea:0618070002,NSR:Quay:29739
SOF:StopArea:1421527202,NSR:Quay:29740
SOF:StopArea:1421527201,NSR:Quay:29741
RUT:StopArea:0220083702,NSR:Quay:29742
BRA:StopArea:0618670102,NSR:Quay:29743
BRA:StopArea:0618670101,NSR:Quay:29744
SOF:StopArea:1421527301,NSR:Quay:29745
RUT:StopArea:0220083402,NSR:Quay:29746
RUT:StopArea:0220083401,NSR:Quay:29747
BRA:StopArea:0618670201,NSR:Quay:29748
BRA:StopArea:0618670202,NSR:Quay:29749
SOF:StopArea:1424547401,NSR:Quay:29750
SOF:StopArea:1424547402,NSR:Quay:29751
RUT:StopArea:0220083302,NSR:Quay:29752
BRA:StopArea:0618670501,NSR:Quay:29753
BRA:StopArea:0618670502,NSR:Quay:29754
SOF:StopArea:1424550702,NSR:Quay:29755
SOF:StopArea:1424550701,NSR:Quay:29756
RUT:StopArea:0220083201,NSR:Quay:29757
RUT:StopArea:0220083202,NSR:Quay:29758
BRA:StopArea:0618670401,NSR:Quay:29759
BRA:StopArea:0618670402,NSR:Quay:29760
SOF:StopArea:1424547201,NSR:Quay:29761
RUT:StopArea:0220083101,NSR:Quay:29762
BRA:StopArea:0618670301,NSR:Quay:29763
BRA:StopArea:0618670302,NSR:Quay:29764
SOF:StopArea:1424551001,NSR:Quay:29765
SOF:StopArea:1424551002,NSR:Quay:29766
RUT:StopArea:0220030901,NSR:Quay:29767
BRA:StopArea:0618027001,NSR:Quay:29768
BRA:StopArea:0618027002,NSR:Quay:29769
SOF:StopArea:1424550101,NSR:Quay:29770
SOF:StopArea:1424550102,NSR:Quay:29771
RUT:StopArea:0220029801,NSR:Quay:29772
RUT:StopArea:0220029802,NSR:Quay:29773
BRA:StopArea:0618025001,NSR:Quay:29774
BRA:StopArea:0618025002,NSR:Quay:29775
TRO:StopArea:1943600001,NSR:Quay:29776
SOF:StopArea:1424550402,NSR:Quay:29777
SOF:StopArea:1424550401,NSR:Quay:29778
RUT:StopArea:0220037601,NSR:Quay:29779
RUT:StopArea:0220037602,NSR:Quay:29780
BRA:StopArea:0618023002,NSR:Quay:29781
BRA:StopArea:0618023001,NSR:Quay:29782
SOF:StopArea:1424547701,NSR:Quay:29783
SOF:StopArea:1424547702,NSR:Quay:29784
RUT:StopArea:0219087402,NSR:Quay:29785
RUT:StopArea:0219087401,NSR:Quay:29786
BRA:StopArea:0618669102,NSR:Quay:29787
SOF:StopArea:1424547801,NSR:Quay:29788
RUT:StopArea:0219087801,NSR:Quay:29789
RUT:StopArea:0219087802,NSR:Quay:29790
BRA:StopArea:0618669202,NSR:Quay:29791
SOF:StopArea:1424544901,NSR:Quay:29792
RUT:StopArea:0219087002,NSR:Quay:29793
RUT:StopArea:0219087001,NSR:Quay:29794
BRA:StopArea:0618669302,NSR:Quay:29795
SOF:StopArea:1424546501,NSR:Quay:29796
SOF:StopArea:1424546502,NSR:Quay:29797
RUT:StopArea:0219086801,NSR:Quay:29798
RUT:StopArea:0219086802,NSR:Quay:29799
BRA:StopArea:0618669501,NSR:Quay:29800
BRA:StopArea:0618669502,NSR:Quay:29801
SOF:StopArea:1424546802,NSR:Quay:29802
SOF:StopArea:1424546801,NSR:Quay:29803
RUT:StopArea:0219076601,NSR:Quay:29804
RUT:StopArea:0219076602,NSR:Quay:29805
BRA:StopArea:0618669402,NSR:Quay:29806
SOF:StopArea:1424545001,NSR:Quay:29807
SOF:StopArea:1424545002,NSR:Quay:29808
RUT:StopArea:0219087902,NSR:Quay:29809
RUT:StopArea:0219087901,NSR:Quay:29810
BRA:StopArea:0618669702,NSR:Quay:29811
BRA:StopArea:0618669701,NSR:Quay:29812
SOF:StopArea:1424545101,NSR:Quay:29813
RUT:StopArea:0219085002,NSR:Quay:29814
RUT:StopArea:0219085001,NSR:Quay:29815
BRA:StopArea:0618669802,NSR:Quay:29816
BRA:StopArea:0618669801,NSR:Quay:29817
SOF:StopArea:1424545302,NSR:Quay:29818
SOF:StopArea:1424545301,NSR:Quay:29819
RUT:StopArea:0219087501,NSR:Quay:29820
RUT:StopArea:0219087502,NSR:Quay:29821
BRA:StopArea:0618669902,NSR:Quay:29822
BRA:StopArea:0618669901,NSR:Quay:29823
SOF:StopArea:1424547101,NSR:Quay:29824
RUT:StopArea:0219087701,NSR:Quay:29825
RUT:StopArea:0219087702,NSR:Quay:29826
BRA:StopArea:0618021001,NSR:Quay:29827
NRI:StopArea:762026840,NSR:Quay:29828
BRA:StopArea:0618021002,NSR:Quay:29828
SOF:StopArea:1424549101,NSR:Quay:29829
RUT:StopArea:0219086701,NSR:Quay:29830
RUT:StopArea:0219086702,NSR:Quay:29831
BRA:StopArea:0618018002,NSR:Quay:29832
BRA:StopArea:0618018001,NSR:Quay:29833
SOF:StopArea:1424549001,NSR:Quay:29834
RUT:StopArea:0219086502,NSR:Quay:29835
RUT:StopArea:0219086501,NSR:Quay:29836
SOF:StopArea:1424545602,NSR:Quay:29837
SOF:StopArea:1424545601,NSR:Quay:29838
BRA:StopArea:0602415501,NSR:Quay:29839
BRA:StopArea:0602415502,NSR:Quay:29840
RUT:StopArea:0219086302,NSR:Quay:29841
RUT:StopArea:0219086301,NSR:Quay:29842
SOF:StopArea:1424545801,NSR:Quay:29843
BRA:StopArea:0602440502,NSR:Quay:29844
BRA:StopArea:0602440501,NSR:Quay:29845
RUT:StopArea:0219088002,NSR:Quay:29846
SOF:StopArea:1424546202,NSR:Quay:29847
SOF:StopArea:1424546201,NSR:Quay:29848
BRA:StopArea:0602438501,NSR:Quay:29849
BRA:StopArea:0602438502,NSR:Quay:29850
RUT:StopArea:0219076701,NSR:Quay:29851
SOF:StopArea:1424546101,NSR:Quay:29852
BRA:StopArea:0602251501,NSR:Quay:29853
BRA:StopArea:0602251502,NSR:Quay:29854
SOF:StopArea:1424546001,NSR:Quay:29855
RUT:StopArea:0219076001,NSR:Quay:29856
BRA:StopArea:0602430501,NSR:Quay:29857
BRA:StopArea:0602430502,NSR:Quay:29858
SOF:StopArea:1424544501,NSR:Quay:29859
RUT:StopArea:0219005401,NSR:Quay:29860
BRA:StopArea:0602257001,NSR:Quay:29861
BRA:StopArea:0602257002,NSR:Quay:29862
RUT:StopArea:0219076201,NSR:Quay:29863
SOF:StopArea:1444425202,NSR:Quay:29864
MOR:StopArea:1444425201,NSR:Quay:29865
MOR:StopArea:1444001102,NSR:Quay:29865
SOF:StopArea:1444425201,NSR:Quay:29865
BRA:StopArea:0602423001,NSR:Quay:29866
BRA:StopArea:0602423002,NSR:Quay:29867
RUT:StopArea:0219076401,NSR:Quay:29868
SOF:StopArea:1528260301,NSR:Quay:29869
SOF:StopArea:1528260302,NSR:Quay:29870
BRA:StopArea:0602205002,NSR:Quay:29871
BRA:StopArea:0602205001,NSR:Quay:29872
MOR:StopArea:1525271200,NSR:Quay:29873
SOF:StopArea:1525271201,NSR:Quay:29873
MOR:StopArea:1525851900,NSR:Quay:29874
SOF:StopArea:1525271202,NSR:Quay:29874
BRA:StopArea:0602100302,NSR:Quay:29875
VKT:StopArea:0602100301,NSR:Quay:29876
BRA:StopArea:0602100301,NSR:Quay:29876
RUT:StopArea:0220037402,NSR:Quay:29877
RUT:StopArea:0220037401,NSR:Quay:29878
MOR:StopArea:1444717602,NSR:Quay:29879
SOF:StopArea:1444717602,NSR:Quay:29879
BRA:StopArea:0602255502,NSR:Quay:29880
BRA:StopArea:0602255501,NSR:Quay:29881
SOF:StopArea:1504011702,NSR:Quay:29882
BRA:StopArea:0602421502,NSR:Quay:29883
BRA:StopArea:0602421501,NSR:Quay:29884
MOR:StopArea:1444715302,NSR:Quay:29885
SOF:StopArea:1444715302,NSR:Quay:29885
MOR:StopArea:1444001201,NSR:Quay:29886
SOF:StopArea:1444715301,NSR:Quay:29886
BRA:StopArea:0602425501,NSR:Quay:29887
BRA:StopArea:0602425502,NSR:Quay:29888
SOF:StopArea:1528267602,NSR:Quay:29889
SOF:StopArea:1528267601,NSR:Quay:29890
BRA:StopArea:0602429501,NSR:Quay:29891
BRA:StopArea:0602429502,NSR:Quay:29892
SOF:StopArea:1504019202,NSR:Quay:29893
BRA:StopArea:0602252502,NSR:Quay:29894
BRA:StopArea:0602252501,NSR:Quay:29895
SOF:StopArea:1525851501,NSR:Quay:29896
SOF:StopArea:1525851502,NSR:Quay:29897
BRA:StopArea:0602439002,NSR:Quay:29898
BRA:StopArea:0602439001,NSR:Quay:29899
SOF:StopArea:1528261501,NSR:Quay:29900
SOF:StopArea:1528261502,NSR:Quay:29901
BRA:StopArea:0602204502,NSR:Quay:29902
BRA:StopArea:0602204501,NSR:Quay:29903
MOR:StopArea:1525850600,NSR:Quay:29904
SOF:StopArea:1525270002,NSR:Quay:29904
SOF:StopArea:1525270001,NSR:Quay:29905
BRA:StopArea:0602422501,NSR:Quay:29906
BRA:StopArea:0602422502,NSR:Quay:29907
MOR:StopArea:1525272100,NSR:Quay:29908
SOF:StopArea:1525272301,NSR:Quay:29908
MOR:StopArea:1525852700,NSR:Quay:29909
SOF:StopArea:1525272302,NSR:Quay:29909
BRA:StopArea:0602256501,NSR:Quay:29910
BRA:StopArea:0602256502,NSR:Quay:29911
SOF:StopArea:1525270801,NSR:Quay:29912
MOR:StopArea:1525851400,NSR:Quay:29913
SOF:StopArea:1525270802,NSR:Quay:29913
BRA:StopArea:0602426501,NSR:Quay:29914
BRA:StopArea:0602426502,NSR:Quay:29915
SOF:StopArea:1528268801,NSR:Quay:29916
MOR:StopArea:1528268800,NSR:Quay:29916
SOF:StopArea:1528268802,NSR:Quay:29917
BRA:StopArea:0602430001,NSR:Quay:29918
MOR:StopArea:1525852100,NSR:Quay:29919
SOF:StopArea:1525271302,NSR:Quay:29919
MOR:StopArea:1525271300,NSR:Quay:29920
SOF:StopArea:1525271301,NSR:Quay:29920
RUT:StopArea:0301122802,NSR:Quay:29921
RUT:StopArea:0301122801,NSR:Quay:29922
BRA:StopArea:0602415001,NSR:Quay:29923
MOR:StopArea:1528806500,NSR:Quay:29924
SOF:StopArea:1528260402,NSR:Quay:29924
SOF:StopArea:1528260401,NSR:Quay:29925
RUT:StopArea:0301122701,NSR:Quay:29926
RUT:StopArea:0301122702,NSR:Quay:29927
BRA:StopArea:0602429003,NSR:Quay:29928
BRA:StopArea:0602429001,NSR:Quay:29929
BRA:StopArea:0602429002,NSR:Quay:29930
SOF:StopArea:1528806001,NSR:Quay:29931
SOF:StopArea:1528806002,NSR:Quay:29932
RUT:StopArea:0301122602,NSR:Quay:29933
RUT:StopArea:0301122601,NSR:Quay:29934
BRA:StopArea:0602423502,NSR:Quay:29935
BRA:StopArea:0602423501,NSR:Quay:29936
SOF:StopArea:1525271701,NSR:Quay:29937
SOF:StopArea:1525271702,NSR:Quay:29938
RUT:StopArea:0301122401,NSR:Quay:29939
RUT:StopArea:0301122402,NSR:Quay:29940
BRA:StopArea:0602205501,NSR:Quay:29941
BRA:StopArea:0602205502,NSR:Quay:29942
SOF:StopArea:1528260801,NSR:Quay:29943
SOF:StopArea:1528260802,NSR:Quay:29944
RUT:StopArea:0301122302,NSR:Quay:29945
RUT:StopArea:0301122301,NSR:Quay:29946
BRA:StopArea:0602257502,NSR:Quay:29947
BRA:StopArea:0602257501,NSR:Quay:29948
SOF:StopArea:1504013302,NSR:Quay:29949
RUT:StopArea:0301111202,NSR:Quay:29950
RUT:StopArea:0301111201,NSR:Quay:29951
BRA:StopArea:0602440001,NSR:Quay:29952
BRA:StopArea:0602440002,NSR:Quay:29953
RUT:StopArea:0301111101,NSR:Quay:29954
RUT:StopArea:0301111102,NSR:Quay:29955
BRA:StopArea:0602416002,NSR:Quay:29956
BRA:StopArea:0602416001,NSR:Quay:29957
MOR:StopArea:1525852800,NSR:Quay:29958
SOF:StopArea:1525272002,NSR:Quay:29958
MOR:StopArea:1525272200,NSR:Quay:29959
SOF:StopArea:1525272001,NSR:Quay:29959
RUT:StopArea:0301111401,NSR:Quay:29960
RUT:StopArea:0301111402,NSR:Quay:29961
BRA:StopArea:0602523102,NSR:Quay:29962
BRA:StopArea:0602523101,NSR:Quay:29963
SOF:StopArea:1525272402,NSR:Quay:29964
